1
262,195,262,195
262,195,263,137
264,96,264,82
264,82,266,55
264,96,238,104
238,104,229,89
229,89,229,74
229,74,232,64
264,96,289,105
289,105,305,94
305,94,306,75
306,75,306,64
262,195,247,194
247,194,241,258
241,258,237,320
237,320,237,333
262,195,277,196
277,196,281,262
281,262,285,322
285,322,286,335
263,137,264,96
232,64,230,56
229,74,246,67
306,64,310,54
306,75,294,66
2
262,195,262,195
262,195,263,137
264,96,264,82
264,82,266,55
264,96,238,104
238,104,229,89
229,89,229,74
229,74,232,64
264,96,289,105
289,105,305,95
305,95,306,75
306,75,306,64
262,195,247,194
247,194,241,258
241,258,237,320
237,320,237,333
262,195,277,196
277,196,281,262
281,262,285,322
285,322,286,335
263,137,264,96
232,64,231,56
229,74,246,67
306,64,309,54
306,75,294,66
3
262,195,262,195
262,195,263,137
264,96,264,82
264,82,266,55
264,96,238,104
238,104,229,89
229,89,229,74
229,74,232,64
264,96,289,105
289,105,305,95
305,95,306,75
306,75,306,64
262,195,247,194
247,194,241,258
241,258,237,320
237,320,237,333
262,195,277,196
277,196,281,262
281,262,285,322
285,322,287,335
263,137,264,96
232,64,231,56
229,74,246,67
306,64,310,54
306,75,294,66
4
262,195,262,195
262,195,263,137
264,96,264,82
264,82,266,55
264,96,238,104
238,104,229,89
229,89,229,74
229,74,232,64
264,96,289,105
289,105,305,95
305,95,306,75
306,75,306,64
262,195,247,194
247,194,241,258
241,258,237,320
237,320,237,333
262,195,277,196
277,196,281,262
281,262,285,323
285,323,287,335
263,137,264,96
232,64,231,56
229,74,246,67
306,64,310,54
306,75,294,66
5
262,195,262,195
262,195,263,137
264,96,264,82
264,82,266,55
264,96,238,104
238,104,225,88
225,88,229,74
229,74,232,64
264,96,289,105
289,105,305,94
305,94,306,75
306,75,306,64
262,195,247,194
247,194,241,258
241,258,237,320
237,320,237,333
262,195,277,196
277,196,281,262
281,262,285,322
285,322,286,335
263,137,264,96
232,64,230,56
229,74,246,67
306,64,309,54
306,75,293,66
6
262,195,262,195
262,195,263,137
264,96,264,82
264,82,266,55
264,96,238,104
238,104,226,88
226,88,229,74
229,74,232,64
264,96,289,105
289,105,305,94
305,94,306,75
306,75,306,64
262,195,247,194
247,194,241,258
241,258,237,320
237,320,237,333
262,195,277,196
277,196,281,262
281,262,285,322
285,322,286,335
263,137,264,96
232,64,231,56
229,74,246,66
306,64,310,54
306,75,293,66
7
262,195,262,195
262,195,263,137
264,96,264,82
264,82,266,55
264,96,238,104
238,104,225,88
225,88,229,74
229,74,232,64
264,96,289,105
289,105,305,94
305,94,306,75
306,75,306,64
262,195,247,194
247,194,241,258
241,258,237,320
237,320,237,333
262,195,277,196
277,196,281,262
281,262,285,322
285,322,287,335
263,137,264,96
232,64,231,57
229,74,247,66
306,64,310,54
306,75,294,66
8
262,195,262,195
262,195,263,137
264,96,264,82
264,82,266,55
264,96,238,104
238,104,224,88
224,88,229,74
229,74,232,64
264,96,289,105
289,105,305,94
305,94,306,75
306,75,307,64
262,195,247,194
247,194,241,258
241,258,237,320
237,320,237,333
262,195,277,196
277,196,281,262
281,262,285,323
285,323,287,335
263,137,264,96
232,64,231,57
229,74,246,67
307,64,311,54
306,75,294,66
9
262,195,262,195
262,195,263,137
264,96,264,82
264,82,266,55
264,96,238,103
238,103,224,88
224,88,229,74
229,74,232,64
264,96,289,105
289,105,305,94
305,94,306,75
306,75,307,64
262,195,247,194
247,194,241,258
241,258,237,320
237,320,237,333
262,195,277,196
277,196,281,262
281,262,285,322
285,322,287,335
263,137,264,96
232,64,231,56
229,74,246,67
307,64,311,55
306,75,294,66
10
262,195,262,195
262,195,263,137
264,96,264,82
264,82,266,55
264,96,238,103
238,103,227,88
227,88,229,74
229,74,232,64
264,96,289,105
289,105,305,95
305,95,306,75
306,75,308,65
262,195,247,194
247,194,241,258
241,258,237,320
237,320,237,333
262,195,277,196
277,196,280,262
280,262,285,322
285,322,287,335
263,137,264,96
232,64,231,56
229,74,246,67
308,65,312,55
306,75,295,67
11
262,195,262,195
262,195,263,137
264,96,264,82
264,82,266,55
264,96,238,103
238,103,227,88
227,88,229,74
229,74,232,64
264,96,289,105
289,105,305,95
305,95,306,75
306,75,308,65
262,195,247,194
247,194,241,258
241,258,237,320
237,320,237,333
262,195,277,196
277,196,280,262
280,262,285,323
285,323,287,336
263,137,264,96
232,64,230,57
229,74,246,67
308,65,312,55
306,75,294,66
12
262,195,262,195
262,195,263,137
264,96,264,82
264,82,266,55
264,96,238,103
238,103,227,88
227,88,229,74
229,74,232,65
264,96,289,105
289,105,306,96
306,96,306,75
306,75,304,64
262,195,247,194
247,194,241,258
241,258,237,320
237,320,237,333
262,195,277,196
277,196,280,262
280,262,285,323
285,323,287,336
263,137,264,96
232,65,231,57
229,74,246,67
304,64,308,55
306,75,293,66
13
262,195,262,195
262,195,263,137
264,95,264,82
264,82,266,55
264,95,238,103
238,103,228,88
228,88,229,74
229,74,231,65
264,95,289,105
289,105,310,101
310,101,302,73
302,73,293,59
262,195,247,194
247,194,241,258
241,258,237,320
237,320,237,333
262,195,277,196
277,196,280,262
280,262,285,323
285,323,287,336
263,137,264,95
231,65,230,57
229,74,246,67
293,59,292,48
302,73,283,59
14
262,195,262,195
262,195,263,137
264,95,264,82
264,82,265,55
264,95,238,103
238,103,228,88
228,88,229,74
229,74,232,65
264,95,289,105
289,105,314,104
