1
267,200,267,200
267,200,267,138
268,94,268,79
268,79,269,50
268,94,235,103
235,103,225,153
225,153,226,195
226,195,230,205
268,94,300,106
300,106,304,154
304,154,305,195
305,195,301,206
267,200,252,199
252,199,244,265
244,265,244,325
244,325,240,346
267,200,282,201
282,201,281,266
281,266,281,327
281,327,282,346
267,138,268,94
230,205,231,221
226,195,221,206
301,206,301,223
305,195,308,207
2
267,200,267,200
267,200,267,138
268,94,268,79
268,79,269,50
268,94,235,103
235,103,225,153
225,153,226,195
226,195,230,205
268,94,300,106
300,106,304,154
304,154,305,195
305,195,301,205
267,200,252,199
252,199,244,273
244,273,244,325
244,325,241,343
267,200,282,201
282,201,281,266
281,266,282,327
282,327,280,345
267,138,268,94
230,205,231,221
226,195,221,207
301,205,301,222
305,195,308,203
3
267,200,267,200
267,200,267,138
268,94,268,79
268,79,269,50
268,94,235,103
235,103,225,153
225,153,226,195
226,195,230,205
268,94,300,106
300,106,304,154
304,154,305,195
305,195,301,207
267,200,252,199
252,199,245,273
245,273,244,328
244,328,241,344
267,200,282,201
282,201,281,266
281,266,282,327
282,327,285,342
267,138,268,94
230,205,232,221
226,195,222,212
301,207,300,223
305,195,308,206
4
267,200,267,200
267,200,268,138
268,94,268,79
268,79,269,50
268,94,235,103
235,103,225,153
225,153,226,195
226,195,230,205
268,94,300,106
300,106,304,154
304,154,305,194
305,194,300,207
267,200,252,199
252,199,244,265
244,265,244,329
244,329,241,343
267,200,282,201
282,201,281,266
281,266,282,328
282,328,279,345
268,138,268,94
230,205,232,221
226,195,222,210
300,207,300,223
305,194,307,210
5
267,200,267,200
267,200,268,138
268,94,268,79
268,79,269,50
268,94,235,103
235,103,225,153
225,153,226,195
226,195,230,204
268,94,300,106
300,106,305,154
305,154,305,194
305,194,300,207
267,200,252,199
252,199,246,273
246,273,244,325
244,325,241,343
267,200,282,201
282,201,281,266
281,266,282,328
282,328,281,346
268,138,268,94
230,204,232,221
226,195,222,209
300,207,299,223
305,194,306,213
6
267,200,267,200
267,200,268,138
268,94,268,79
268,79,269,50
268,94,235,103
235,103,225,153
225,153,226,195
226,195,230,205
268,94,300,107
300,107,305,155
305,155,305,194
305,194,300,207
267,200,252,199
252,199,245,266
245,266,244,325
244,325,242,343
267,200,282,201
282,201,281,266
281,266,282,328
282,328,282,346
268,138,268,94
230,205,232,221
226,195,222,212
300,207,299,222
305,194,307,209
7
267,200,267,200
267,200,268,138
268,94,268,79
268,79,269,50
268,94,235,103
235,103,225,153
225,153,226,195
226,195,230,205
268,94,300,107
300,107,305,154
305,154,305,193
305,193,300,207
267,200,252,199
252,199,245,265
245,265,244,325
244,325,242,343
267,200,282,201
282,201,281,266
281,266,282,328
282,328,282,346
268,138,268,94
230,205,232,221
226,195,222,210
300,207,298,223
305,193,307,209
8
267,200,267,200
267,200,268,138
268,94,268,79
268,79,269,50
268,94,235,103
235,103,225,153
225,153,226,194
226,194,230,205
268,94,300,107
300,107,304,154
304,154,305,193
305,193,300,207
267,200,252,199
252,199,245,265
245,265,244,325
244,325,242,343
267,200,282,201
282,201,281,266
281,266,282,328
282,328,282,346
268,138,268,94
230,205,232,221
226,194,221,209
300,207,299,223
305,193,307,209
9
267,200,267,200
267,200,268,138
268,94,268,79
268,79,269,50
268,94,235,103
235,103,225,152
225,152,226,194
226,194,230,204
268,94,300,107
300,107,304,154
304,154,305,193
305,193,300,207
267,200,252,199
252,199,245,266
245,266,244,325
244,325,242,343
267,200,282,201
282,201,281,266
281,266,282,328
282,328,285,343
268,138,268,94
